0.0,1734526727784,-12.23376750946045
1.0,1734532130476,-12.899036407470703
2.0,1734537557621,-12.927912712097168
3.0,1734542979641,-13.088037490844727
4.0,1734548390160,-13.519913673400879
5.0,1734553807339,-13.585659980773926
6.0,1734559216002,-13.415255546569824
7.0,1734564591839,-13.7731351852417
8.0,1734569961152,-13.794381141662598
9.0,1734575328965,-13.740364074707031
10.0,1734580689995,-13.846942901611328
11.0,1734586050228,-13.956762313842773
12.0,1734591409923,-13.678451538085938
13.0,1734596766355,-13.711243629455566
14.0,1734602106998,-13.99649715423584
