0.0,1734527920556,-11.484357833862305
1.0,1734533466013,-12.264510154724121
2.0,1734538955505,-12.510848045349121
3.0,1734544411148,-12.741559028625488
4.0,1734549921953,-12.954788208007812
5.0,1734555437160,-13.08946418762207
6.0,1734560941068,-12.870596885681152
7.0,1734566432554,-13.206764221191406
8.0,1734571896528,-13.02709674835205
9.0,1734577383744,-13.334362983703613
10.0,1734582886697,-13.237751960754395
11.0,1734588383801,-13.347696304321289
12.0,1734593888776,-13.422043800354004
13.0,1734599391119,-13.44119644165039
14.0,1734604887162,-13.415943145751953
