0.0,1734527920554,-12.093865394592285
1.0,1734533466011,-12.857873916625977
2.0,1734538955503,-13.132868766784668
3.0,1734544411145,-12.85085678100586
4.0,1734549921951,-13.446138381958008
5.0,1734555437158,-13.547965049743652
6.0,1734560941066,-13.618310928344727
7.0,1734566432539,-13.63821029663086
8.0,1734571896526,-13.5443115234375
9.0,1734577383741,-13.873912811279297
10.0,1734582886695,-13.514262199401855
11.0,1734588383799,-13.775586128234863
12.0,1734593888773,-13.936505317687988
13.0,1734599391117,-13.894256591796875
14.0,1734604887160,-13.93414306640625
